key,host,payload,mention,pos,tag,dep
clueweb12-0000tw-00-00061,gothamist.com,Indian Point is bad because of its proximity to 20 million people.,Indian Point,"[PROPN, PROPN]","[NNP, NNP]","[amod, nsubj]"
clueweb12-0000tw-00-00061,gothamist.com,Plus if you are in NYC or near you are most likely in relatively close quarters with a nuclear power plant http://mcbrooklyn.blogspot.com...,NYC,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00061,gothamist.com,       The day's most popular stories from Gothamist every evening in your inbox from our newsletter.,Gothamist,[NOUN],[NN],[pobj]
clueweb12-0000tw-00-00061,gothamist.com,        Use an RSS reader to stay up to date with the latest news and posts from Gothamist.,RSS,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00061,gothamist.com,        Use an RSS reader to stay up to date with the latest news and posts from Gothamist.,Gothamist,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00061,gothamist.com,Terms of Use & Privacy Policy.,Use & Privacy Policy,"[PROPN, CCONJ, PROPN, PROPN]","[NNP, CC, NNP, NNP]","[pobj, cc, compound, conj]"
clueweb12-0000tw-00-00062,gothamist.com,"More than 2,000 people showed up for an evening the Times describes as being like ""several meetings were going on at once, all of them confused and cacophonous, with sound spilling over from one group to the next.",Times,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00062,gothamist.com,""" In the end, the Panel for Education Policy voted to close or partially close the 23 schools they announced in December.",the Panel for Education Policy,"[DET, PROPN, ADP, PROPN, PROPN]","[DT, NNP, IN, NNP, NNP]","[det, nsubj, prep, compound, pobj]"
clueweb12-0000tw-00-00062,gothamist.com,"And even without Cathie Black to kick around like last year, the meeting wasn't the most orderly.",Cathie Black,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00062,gothamist.com,"""There are important proposals up for discussion,"" current Schools Commissioner Walcott said.",Walcott,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00062,gothamist.com,"Because, in addition to the Teachers Union which had originally planned to hold a meeting in a nearby school, a group calling themselves Occupy the Department of Education were also on hand to help foster ""an atmosphere that was more chaotic than usual.",the Teachers Union,"[DET, PROPN, PROPN]","[DT, NNPS, NNP]","[det, compound, pobj]"
clueweb12-0000tw-00-00062,gothamist.com,"Because, in addition to the Teachers Union which had originally planned to hold a meeting in a nearby school, a group calling themselves Occupy the Department of Education were also on hand to help foster ""an atmosphere that was more chaotic than usual.",Occupy the Department of Education,"[PROPN, DET, PROPN, ADP, PROPN]","[NNP, DT, NNP, IN, NNP]","[oprd, det, dobj, prep, pobj]"
clueweb12-0000tw-00-00062,gothamist.com,""" There was a heavy police presence, but the NYPD press office tells us there weren't any arrests.",NYPD,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00062,gothamist.com,"In the end PEP, which consists of Walcott and 13 members appointed by the mayor and borough presidents voted to close all the schools on the block (as it has done every time it has convened).",PEP,[NOUN],[NN],[nsubj]
clueweb12-0000tw-00-00062,gothamist.com,"In the end PEP, which consists of Walcott and 13 members appointed by the mayor and borough presidents voted to close all the schools on the block (as it has done every time it has convened).",Walcott,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00062,gothamist.com,The City is aiming to close 62 schools this year as part of Mayor Bloomberg's educational reform plans.,Bloomberg,[PROPN],[NNP],[poss]
clueweb12-0000tw-00-00062,gothamist.com,Since Bloomberg became mayor the city has opened 396 schools and closed 117 (with some overlap).,Bloomberg,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00062,gothamist.com,"After about two hours ""the 2,500-seat auditorium began to empty out, as the Occupy members reacted to an unconfirmed report that the police were about to make arrests, and parents and students gave up on trying to speak.""",Occupy,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00062,gothamist.com,Roberto Clemente,Roberto Clemente,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00062,gothamist.com,General D. Chappie James Elementary School of Science,James Elementary School,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, ROOT]"
clueweb12-0000tw-00-00062,gothamist.com,The Anna Gonzalez Community School,The Anna Gonzalez Community School,"[DET, PROPN, PROPN, PROPN, PROPN]","[DT, NNP, NNP, NNP, NNP]","[det, compound, compound, compound, ROOT]"
clueweb12-0000tw-00-00062,gothamist.com,Lucretia Mott,Lucretia Mott,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00062,gothamist.com,Cornelius Vanderbilt,Cornelius Vanderbilt,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00062,gothamist.com,P.S. 298 Betty Shabazz,Betty,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00062,gothamist.com,I know a handful of NYC teachers and they are borderline retarded.,NYC,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00062,gothamist.com,"Hey, gothamist, did it not occur to you that some folks associated with OccupyWallStreet are parents of NYC public school students, and some may be NYC teachers?",OccupyWallStreet,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00062,gothamist.com,"Hey, gothamist, did it not occur to you that some folks associated with OccupyWallStreet are parents of NYC public school students, and some may be NYC teachers?",NYC,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00062,gothamist.com,That was just b.s. coming from Walcott.,Walcott,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00062,gothamist.com,"At best, Harriet got me on the ""parenting"", which at worst, is ambiguous as it could mean the students were self-parenting, but as any rational person could reason in that context, meant the students",Harriet,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00062,gothamist.com,"We all know that the crypt keeper Shelly makes any and all education decisions (based upon ""input"" from the UFT).",Shelly,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00062,gothamist.com,"We all know that the crypt keeper Shelly makes any and all education decisions (based upon ""input"" from the UFT).",UFT,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00062,gothamist.com,OCCUPY BAD SCHOOLSSo stupid.,OCCUPY,[ADJ],[JJ],[compound]
clueweb12-0000tw-00-00062,gothamist.com,       The day's most popular stories from Gothamist every evening in your inbox from our newsletter.,Gothamist,[NOUN],[NN],[pobj]
clueweb12-0000tw-00-00062,gothamist.com,        Use an RSS reader to stay up to date with the latest news and posts from Gothamist.,RSS,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00062,gothamist.com,        Use an RSS reader to stay up to date with the latest news and posts from Gothamist.,Gothamist,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00062,gothamist.com,Terms of Use & Privacy Policy.,Use & Privacy Policy,"[PROPN, CCONJ, PROPN, PROPN]","[NNP, CC, NNP, NNP]","[pobj, cc, compound, conj]"
clueweb12-0000tw-00-00063,kindlenationdaily.com,Levi is a young priest in Roman occupied Jerusalem.,Roman,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00063,kindlenationdaily.com,Levi is a young priest in Roman occupied Jerusalem.,Jerusalem,[PROPN],[NNP],[dobj]
clueweb12-0000tw-00-00063,kindlenationdaily.com,A disgruntled guest at his wedding to Nechama informs the Roman procurator that the brides wealthy father is plotting a rebellion.,Nechama,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00063,kindlenationdaily.com,Levi and Nechama are taken captive and sent in chains to Rome.,Levi,[PROPN],[NNP],[nsubjpass]
clueweb12-0000tw-00-00063,kindlenationdaily.com,Levi and Nechama are taken captive and sent in chains to Rome.,Nechama,[PROPN],[NNP],[conj]
clueweb12-0000tw-00-00063,kindlenationdaily.com,Levi and Nechama are taken captive and sent in chains to Rome.,Rome,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Whilst working as slave in the Roman dockyards, Levi hears reports of turmoil in his homeland.",Levi,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00063,kindlenationdaily.com,In the dockyards a mysterious visitor tries to recruit Levi to report on the Roman troop movements.,Levi,[PROPN],[NNP],[dobj]
clueweb12-0000tw-00-00063,kindlenationdaily.com,Each days Kindle Daily Deal is sponsored byone paid title on Kindle Nation.,Kindle Nation,"[PROPN, PROPN]","[NNP, NNP]","[compound, pobj]"
clueweb12-0000tw-00-00063,kindlenationdaily.com,and now  Todays Kindle Daily Deal!,Todays Kindle Daily Deal,"[PROPN, PROPN, PROPN, PROPN]","[NNP, NNP, NNP, NNP]","[compound, compound, compound, ROOT]"
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Packed with business insight, marketing wisdom, and a cast of characters ranging from Princess Diana to Ed McMahon, Richard Kirshenbaums irreverent memoir about the transformation of the advertising business is as bold and delightful as Richard himself.",Diana,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Packed with business insight, marketing wisdom, and a cast of characters ranging from Princess Diana to Ed McMahon, Richard Kirshenbaums irreverent memoir about the transformation of the advertising business is as bold and delightful as Richard himself.",Ed McMahon,"[PROPN, PROPN]","[NNP, NNP]","[compound, pobj]"
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Packed with business insight, marketing wisdom, and a cast of characters ranging from Princess Diana to Ed McMahon, Richard Kirshenbaums irreverent memoir about the transformation of the advertising business is as bold and delightful as Richard himself.",Richard Kirshenbaums,"[PROPN, PROPN]","[NNP, NNP]","[pobj, nmod]"
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Packed with business insight, marketing wisdom, and a cast of characters ranging from Princess Diana to Ed McMahon, Richard Kirshenbaums irreverent memoir about the transformation of the advertising business is as bold and delightful as Richard himself.",Richard,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00063,kindlenationdaily.com,References to prices on this website refer to prices on the main Amazon.com website for US customers.,US,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Prices will vary for readers located outside the US, and prices for US customers may change at any time.",US,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00063,kindlenationdaily.com,Always check the price on Amazon before making a purchase.,Amazon,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00063,kindlenationdaily.com,    Copyright  2011 Kindle Nation Daily.,Kindle Nation Daily,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, appos]"
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Kindle Nation Daily is published independently byStephen Windwalker and Windwalker Media and is not endorsed by Amazon.com, Inc.",Kindle Nation Daily,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, nsubjpass]"
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Kindle Nation Daily is published independently byStephen Windwalker and Windwalker Media and is not endorsed by Amazon.com, Inc.",byStephen Windwalker,"[ADV, PROPN]","[RB, NNP]","[compound, compound]"
clueweb12-0000tw-00-00063,kindlenationdaily.com,"Kindle Nation Daily is published independently byStephen Windwalker and Windwalker Media and is not endorsed by Amazon.com, Inc.",Windwalker Media,"[PROPN, PROPN]","[NNP, NNP]","[compound, conj]"
clueweb12-0000tw-00-00063,kindlenationdaily.com,    Powered by WordPress.,WordPress,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00064,kindlenationdaily.com,                Kindle Nation Daily Bestseller Alert: Our Readers Cant Get Enough of Shadonna Richards AN UNEXPECTED BRIDE   ,Shadonna Richards AN,"[PROPN, PROPN, DET]","[NNP, NNP, DT]","[compound, pobj, det]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,Shadonna Richards,Shadonna Richards,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Emma Wiggins is about to marry her heart-stopping, gorgeous boss, CEO Evan Fletcher, in seven daystoo bad he doesnt know it yet!",Emma Wiggins,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Emma Wiggins is about to marry her heart-stopping, gorgeous boss, CEO Evan Fletcher, in seven daystoo bad he doesnt know it yet!",Evan Fletcher,"[PROPN, PROPN]","[NNP, NNP]","[compound, appos]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Desperate to fulfill her ailing grandfathers last wish to see her settle down and get married, Emma Wiggins, a 30-year-old, career-focused executive tells him a little white lie on his deathbed that she is",Emma Wiggins,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"in fact engagedto her boss, deliciously handsome and emotionally unavailable, Evan Fletcher.",Evan Fletcher,"[PROPN, PROPN]","[NNP, NNP]","[compound, appos]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Now, all Emma has to do is convince unsuspecting, commitment-phobic Evan to tie the knot with her in seven days.",Emma,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00064,kindlenationdaily.com,Author Shadonna Richards has an unexpected bestseller on her hands with this unheralded romantic comedy.,Shadonna Richards,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"An Unexpected Bride has sold 10,000 copies in its first three months- KINDLE NATION DAILY",KINDLE,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00064,kindlenationdaily.com,Shadonna Richards is a wonderful author!Its a sweet and romantic story that will sweep you off your feet.- REVIEWS BY MOLLY,Shadonna Richards,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,I am now a fan of Shadonna Richards,Shadonna Richards,"[PROPN, PROPN]","[NNP, NNP]","[compound, pobj]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,an endearing story about a devoted granddaughter wanting to give her grandfather his last wish Pick up a copy and experience Shadonnas writing!,Pick,[VERB],[VB],[acl]
clueweb12-0000tw-00-00064,kindlenationdaily.com,an endearing story about a devoted granddaughter wanting to give her grandfather his last wish Pick up a copy and experience Shadonnas writing!,Shadonnas,[NOUN],[NNS],[compound]
clueweb12-0000tw-00-00064,kindlenationdaily.com,Barb (SUGARBEATS BOOKS),Barb,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00064,kindlenationdaily.com,Shadonna Richards,Shadonna Richards,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"The Jilted Bride, a Follow up From Her Bestseller",The Jilted Bride,"[DET, PROPN, PROPN]","[DT, NNP, NNP]","[det, compound, ROOT]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,Just 99 cents on Kindle and Currently FREE for Amazon Prime Members Through Kindle Lending Library!,Amazon,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00064,kindlenationdaily.com,Shadonna Richards enjoys reading and writing about the magic of romance and the power of love.,Shadonna Richards,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,She has a B.A. Degree in Psychology and a Diploma in Nursing.,Diploma,[PROPN],[NNP],[conj]
clueweb12-0000tw-00-00064,kindlenationdaily.com,She has a B.A. Degree in Psychology and a Diploma in Nursing.,Nursing,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00064,kindlenationdaily.com,"She is the author of the non-fiction books, Count Your Blessings, A Gift of Hope and Think & Be Happy: 365 Empowering Thoughts to Lift Your Spirit (#1 Bestseller in Meditation).",Meditation,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00064,kindlenationdaily.com,"So You Think You Can Write 2010-Day Two Challenge, she is a member of the Romance Writers of America.",Challenge,[PROPN],[NNP],[dobj]
clueweb12-0000tw-00-00064,kindlenationdaily.com,"So You Think You Can Write 2010-Day Two Challenge, she is a member of the Romance Writers of America.",the Romance Writers of America,"[DET, PROPN, PROPN, ADP, PROPN]","[DT, NNP, NNPS, IN, NNP]","[det, compound, pobj, prep, pobj]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,Shes a proud mommy and wife and lives in Canada with her husband and son.,Canada,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00064,kindlenationdaily.com,Shadonna Richards,Shadonna Richards,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,References to prices on this website refer to prices on the main Amazon.com website for US customers.,US,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Prices will vary for readers located outside the US, and prices for US customers may change at any time.",US,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00064,kindlenationdaily.com,Always check the price on Amazon before making a purchase.,Amazon,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00064,kindlenationdaily.com,    Copyright  2011 Kindle Nation Daily.,Kindle Nation Daily,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, appos]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Kindle Nation Daily is published independently byStephen Windwalker and Windwalker Media and is not endorsed by Amazon.com, Inc.",Kindle Nation Daily,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, nsubjpass]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Kindle Nation Daily is published independently byStephen Windwalker and Windwalker Media and is not endorsed by Amazon.com, Inc.",byStephen Windwalker,"[ADV, PROPN]","[RB, NNP]","[compound, compound]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,"Kindle Nation Daily is published independently byStephen Windwalker and Windwalker Media and is not endorsed by Amazon.com, Inc.",Windwalker Media,"[PROPN, PROPN]","[NNP, NNP]","[compound, conj]"
clueweb12-0000tw-00-00064,kindlenationdaily.com,    Powered by WordPress.,WordPress,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Emlyn Chands FARSIGHTED, Andy Strakas",Emlyn Chands,"[PROPN, VERB]","[NNP, VBZ]","[compound, nsubj]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Emlyn Chands FARSIGHTED, Andy Strakas",Andy Strakas,"[PROPN, PROPN]","[NNP, NNP]","[compound, npadvmod]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"THE BLUE HALLELUJAH, Hillary E. Peaks CAPPUCCINO IS THE ANSWER FOR JOB DISSATISFACTION, Roger Smiths DUST DEVILS and Judi Coltmans IN THE NAME OF THE FATHER",THE BLUE HALLELUJAH,"[DET, ADJ, PROPN]","[DT, JJ, NNP]","[det, compound, nsubj]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"THE BLUE HALLELUJAH, Hillary E. Peaks CAPPUCCINO IS THE ANSWER FOR JOB DISSATISFACTION, Roger Smiths DUST DEVILS and Judi Coltmans IN THE NAME OF THE FATHER",Hillary E. Peaks CAPPUCCINO,"[PROPN, PROPN, PROPN, PROPN]","[NNP, NNP, NNP, NNP]","[compound, compound, compound, appos]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"THE BLUE HALLELUJAH, Hillary E. Peaks CAPPUCCINO IS THE ANSWER FOR JOB DISSATISFACTION, Roger Smiths DUST DEVILS and Judi Coltmans IN THE NAME OF THE FATHER",Roger Smiths DUST DEVILS,"[PROPN, PROPN, PROPN, PROPN]","[NNP, NNP, NNP, NNP]","[compound, compound, compound, conj]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"THE BLUE HALLELUJAH, Hillary E. Peaks CAPPUCCINO IS THE ANSWER FOR JOB DISSATISFACTION, Roger Smiths DUST DEVILS and Judi Coltmans IN THE NAME OF THE FATHER",Judi Coltmans,"[PROPN, PROPN]","[NNP, NNPS]","[compound, conj]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"                February 10, 2012By",2012By,[NOUN],[NNS],[appos]
clueweb12-0000tw-00-00065,kindlenationdaily.com,Here are some books that have just gone free by authors who have already proven to be favorites with Kindle Nation readers.,Kindle Nation,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"This post is dated Friday, February 10, 2012, and the titles mentioned here may remain free only until midnight PST tonight.",PST,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,References to prices on this website refer to prices on the main Amazon.com website for US customers.,US,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Prices will vary for readers located outside the US, and even for US customers, prices may change at any time.",US,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00065,kindlenationdaily.com,Always check the price on Amazon before making a purchase.,Amazon,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Framed for murdering his family, South African journalist Robert Dells only ally is his oldest enemy: his father, an ex-CIA hitman with one last shot at redemption.",Framed,[VERB],[VBN],[advcl]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Framed for murdering his family, South African journalist Robert Dells only ally is his oldest enemy: his father, an ex-CIA hitman with one last shot at redemption.",Robert Dells,"[PROPN, PROPN]","[NNP, NNP]","[compound, intj]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Framed for murdering his family, South African journalist Robert Dells only ally is his oldest enemy: his father, an ex-CIA hitman with one last shot at redemption.",CIA,[PROPN],[NNP],[amod]
clueweb12-0000tw-00-00065,kindlenationdaily.com,The Times,Times,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"I would put Roger Smith in the same class as Elmore Leonard, hes that good.",Roger Smith,"[PROPN, PROPN]","[NNP, NNP]","[compound, dobj]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"I would put Roger Smith in the same class as Elmore Leonard, hes that good.",Elmore Leonard,"[PROPN, PROPN]","[NNP, NNP]","[compound, pobj]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,Florida Times-Union,Florida Times-Union,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Her body parts washed up on the shores of a Virginia beach community days later, prompting Lizs parents to sequester her away to Richmond, far away from the vicious murder.",Virginia,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Her body parts washed up on the shores of a Virginia beach community days later, prompting Lizs parents to sequester her away to Richmond, far away from the vicious murder.",Lizs,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Her body parts washed up on the shores of a Virginia beach community days later, prompting Lizs parents to sequester her away to Richmond, far away from the vicious murder.",Richmond,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Now on her own, Liz returns to take back that part of her life and make peace with the events of her 16th summer.",Liz,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"John Williams heart broke when, after being questioned in the grisly murder, Lizs parents spirited her away for good, leaving him grieving for his forsaken love.",John Williams,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"John Williams heart broke when, after being questioned in the grisly murder, Lizs parents spirited her away for good, leaving him grieving for his forsaken love.",Lizs,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"With the guidance of his father, the community preacher, John moves on with a clear understanding of his lifes mission.",John,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,Liz and John have to face the truth that the killer is still out there.,Liz,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,Liz and John have to face the truth that the killer is still out there.,John,[PROPN],[NNP],[conj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,Alex Kosmitorass life has never been easy.,Alex Kosmitorass,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Just when hethinks hell never have a shot at a normal life, an enticing new girl comes totheir small Midwest town all the way from India.",India,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Simmi is smart, nice, andactually wants to be friends with Alex.",Alex,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Unfortunately, Alex is in store for another newarrivalan unexpected and often embarrassing ability to see thefuture.",Alex,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Try as he may, Alex is unable to ignore his visions, especially when theysuggest Simmi is in mortal danger.",Alex,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Try as he may, Alex is unable to ignore his visions, especially when theysuggest Simmi is in mortal danger.",Simmi,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"With the help of the mysterious psychic nextdoor and friends who come bearing gifts of their own, Alex embarks on a journeyto change his future and save the woman of his dreams.",Alex,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00065,kindlenationdaily.com,Emlyn Chand is pioneering the next big thing for YA.,Emlyn Chand,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,Emlyn Chand is pioneering the next big thing for YA.,YA,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,#1 NY Times bestselling author Rick Riordan,NY Times,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,#1 NY Times bestselling author Rick Riordan,Rick Riordan,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,Detective Jerry Strickland and his wife Rebecca shared a secret calling.,Jerry Strickland,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,Detective Jerry Strickland and his wife Rebecca shared a secret calling.,Rebecca,[PROPN],[NNP],[appos]
clueweb12-0000tw-00-00065,kindlenationdaily.com,When Rebecca died of cancer in prisonbranded as a disturbed vigilante after killing one of his murder suspectsJerry knew he needed to put the truth in writing to set the record straight.,Rebecca,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Now, as an old man nearing his own demise, Jerry is unsure whether to share his narrative about Rebecca with the world.",Jerry,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Now, as an old man nearing his own demise, Jerry is unsure whether to share his narrative about Rebecca with the world.",Rebecca,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"But when his eight-year-old granddaughter Marnee disappears, Jerry learns shes been taken by someone close to the killer depicted in the pages hidden in his dresser drawer.",Marnee,[NOUN],[NN],[nsubj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"But when his eight-year-old granddaughter Marnee disappears, Jerry learns shes been taken by someone close to the killer depicted in the pages hidden in his dresser drawer.",Jerry learns,"[PROPN, VERB]","[NNP, VBZ]","[nsubj, ROOT]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,Its time for Jerry to finish the storyby confronting an evil that threatens Marnees life and the lives of everyone around her.,Jerry,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,Its time for Jerry to finish the storyby confronting an evil that threatens Marnees life and the lives of everyone around her.,Marnees,[NOUN],[NNS],[compound]
clueweb12-0000tw-00-00065,kindlenationdaily.com,And by placing his faith in a higher power to redeem the love for Rebecca in his heart.,Rebecca,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,by Hillary E. Peak,Hillary E. Peak,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, pobj]"
clueweb12-0000tw-00-00065,kindlenationdaily.com,Jessica planned to change the world.,Jessica,[PROPN],[NNP],[nsubj]
clueweb12-0000tw-00-00065,kindlenationdaily.com,"Moving from job to job and cappuccino to cappuccino, Jessica is certain success is just around the corner.",Jessica,[PROPN],[NNP],[nsubj]
